Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares
293,5/5/2017,Intl,18,61,14,5/5/2017 9:50,5/5/2017 11:15,85,2,892
294,5/6/2017,Intl,18,61,14,5/6/2017 9:50,5/6/2017 11:15,17,2,1016
295,5/7/2017,Intl,18,61,14,5/7/2017 9:50,5/7/2017 11:15,17,2,745
296,5/8/2017,Intl,18,61,14,5/8/2017 9:50,5/8/2017 11:15,116,2,929
297,5/7/2017,Intl,30,49,23,5/7/2017 22:00,5/8/2017 7:15,22,4,5283
298,5/5/2017,Intl,9,63,14,5/5/2017 15:30,5/5/2017 17:05,91,2,1064
299,5/8/2017,Intl,9,63,14,5/8/2017 15:30,5/8/2017 17:05,19,2,1092
300,5/7/2017,Intl,19,14,61,5/7/2017 12:15,5/7/2017 13:40,17,2,834
301,5/5/2017,Dome,31,79,60,5/5/2017 16:40,5/5/2017 18:20,37,2,657
302,5/6/2017,Dome,31,79,60,5/6/2017 16:40,5/6/2017 18:20,69,2,990
303,5/8/2017,Dome,31,79,60,5/8/2017 16:40,5/8/2017 18:20,55,2,356
304,5/8/2017,Intl,10,14,63,5/8/2017 18:05,5/8/2017 19:45,19,2,1070
305,5/5/2017,Intl,10,14,63,5/5/2017 18:05,5/5/2017 19:45,91,2,1091
306,5/6/2017,Intl,12,49,24,5/6/2017 21:50,5/7/2017 7:15,22,4,6125
307,5/5/2017,Intl,19,14,61,5/5/2017 12:15,5/5/2017 13:40,85,2,990
308,5/6/2017,Intl,19,14,61,5/6/2017 12:15,5/6/2017 13:40,17,2,933
309,5/8/2017,Intl,19,14,61,5/8/2017 12:15,5/8/2017 13:40,116,2,927
310,5/5/2017,Dome,31,60,50,5/5/2017 19:20,5/5/2017 21:30,37,2,841
311,5/6/2017,Dome,31,60,50,5/6/2017 19:20,5/6/2017 21:30,69,2,1016
312,5/5/2017,Intl,16,49,14,5/5/2017 18:30,5/5/2017 19:45,106,2,808
313,5/6/2017,Intl,16,49,14,5/6/2017 18:30,5/6/2017 19:45,93,2,672
314,5/7/2017,Intl,16,49,14,5/7/2017 18:30,5/7/2017 19:45,7,2,786
315,5/8/2017,Intl,16,49,14,5/8/2017 18:30,5/8/2017 19:45,6,2,762
316,5/7/2017,Intl,21,24,49,5/7/2017 9:15,5/7/2017 18:55,22,4,5908
317,5/8/2017,Dome,31,60,50,5/8/2017 19:20,5/8/2017 21:30,55,2,940
318,5/5/2017,Dome,29,50,60,5/5/2017 8:05,5/5/2017 10:10,123,2,682
319,5/6/2017,Dome,29,50,60,5/6/2017 8:05,5/6/2017 10:10,53,2,970
320,5/7/2017,Dome,29,50,60,5/7/2017 8:05,5/7/2017 10:10,122,2,629
321,5/8/2017,Dome,29,50,60,5/8/2017 8:05,5/8/2017 10:10,126,2,976
322,5/7/2017,Dome,31,79,60,5/7/2017 16:40,5/7/2017 18:20,135,2,412
323,5/8/2017,Intl,17,14,49,5/8/2017 20:45,5/8/2017 22:05,6,2,715
324,5/7/2017,Dome,31,60,50,5/7/2017 19:20,5/7/2017 21:30,135,2,616
325,5/5/2017,Intl,1,49,14,5/5/2017 10:00,5/5/2017 11:20,109,2,724
326,5/6/2017,Intl,1,49,14,5/6/2017 10:00,5/6/2017 11:20,18,2,755
327,5/7/2017,Intl,1,49,14,5/7/2017 10:00,5/7/2017 11:20,94,2,888
328,5/8/2017,Intl,1,49,14,5/8/2017 10:00,5/8/2017 11:20,102,2,703
329,5/5/2017,Intl,7,49,17,5/5/2017 19:55,5/5/2017 23:00,108,2,1663
330,5/6/2017,Intl,7,49,17,5/6/2017 19:55,5/6/2017 23:00,19,2,1877
331,5/7/2017,Intl,7,49,17,5/7/2017 19:55,5/7/2017 23:00,109,2,2228
332,5/8/2017,Intl,7,49,17,5/8/2017 19:55,5/8/2017 23:00,94,2,2123
333,5/7/2017,Intl,17,14,49,5/7/2017 20:45,5/7/2017 22:05,7,2,737
334,5/5/2017,Dome,49,49,60,5/5/2017 12:10,5/5/2017 14:40,48,2,916
335,5/6/2017,Dome,49,49,60,5/6/2017 12:10,5/6/2017 14:40,141,2,784
336,5/7/2017,Dome,49,49,60,5/7/2017 12:10,5/7/2017 14:40,37,2,1500
337,5/8/2017,Dome,49,49,60,5/8/2017 12:10,5/8/2017 14:40,134,2,668
338,5/5/2017,Dome,41,54,78,5/5/2017 11:05,5/5/2017 12:10,101,2,268
339,5/6/2017,Dome,41,54,78,5/6/2017 11:05,5/6/2017 12:10,117,2,430
340,5/8/2017,Dome,41,54,78,5/8/2017 11:05,5/8/2017 12:10,104,2,595
341,5/6/2017,Dome,45,60,78,5/6/2017 21:55,5/6/2017 22:50,58,2,381
342,5/8/2017,Dome,45,60,78,5/8/2017 21:55,5/8/2017 22:50,18,2,445
343,5/6/2017,Intl,50,49,1,5/6/2017 21:40,5/7/2017 9:40,20,4,6952
344,5/8/2017,Intl,50,49,1,5/8/2017 21:40,5/9/2017 9:40,22,4,8209
345,5/5/2017,Dome,52,55,77,5/5/2017 15:10,5/5/2017 17:20,64,2,1060
346,5/7/2017,Dome,41,50,54,5/7/2017 8:05,5/7/2017 10:20,136,2,729
347,5/5/2017,Dome,45,49,60,5/5/2017 18:35,5/5/2017 21:10,92,2,573
348,5/7/2017,Dome,45,49,60,5/7/2017 18:35,5/7/2017 21:10,103,2,883
349,5/5/2017,Dome,51,76,60,5/5/2017 18:05,5/5/2017 20:05,48,2,1238
350,5/7/2017,Dome,51,76,60,5/7/2017 18:05,5/7/2017 20:05,37,2,583
351,5/7/2017,Dome,52,55,77,5/7/2017 15:10,5/7/2017 17:20,6,2,1053
352,5/8/2017,Dome,52,55,77,5/8/2017 15:10,5/8/2017 17:20,35,2,809
353,5/7/2017,Dome,41,54,78,5/7/2017 11:05,5/7/2017 12:10,136,2,557
354,5/5/2017,Dome,51,60,49,5/5/2017 21:00,5/5/2017 23:25,48,2,1174
355,5/7/2017,Dome,51,60,49,5/7/2017 21:00,5/7/2017 23:25,37,2,1374
356,5/7/2017,Dome,53,77,55,5/7/2017 18:10,5/7/2017 20:35,6,2,1284
357,5/5/2017,Dome,45,60,78,5/5/2017 21:55,5/5/2017 22:50,92,2,364
358,5/7/2017,Dome,45,60,78,5/7/2017 21:55,5/7/2017 22:50,103,2,480
359,5/7/2017,Dome,53,55,49,5/7/2017 21:20,5/7/2017 23:30,6,2,1277
360,5/7/2017,Dome,42,78,54,5/7/2017 13:10,5/7/2017 14:20,136,2,574
361,5/7/2017,Dome,42,54,50,5/7/2017 15:05,5/7/2017 17:15,136,2,1133
362,5/8/2017,Dome,51,76,60,5/8/2017 18:05,5/8/2017 20:05,134,2,1077
363,5/5/2017,Dome,53,77,55,5/5/2017 18:10,5/5/2017 20:35,64,2,709
364,5/8/2017,Dome,53,77,55,5/8/2017 18:10,5/8/2017 20:35,35,2,1082
365,5/5/2017,Dome,42,78,54,5/5/2017 13:10,5/5/2017 14:20,101,2,424
366,5/8/2017,Dome,42,78,54,5/8/2017 13:10,5/8/2017 14:20,104,2,683
367,5/6/2017,Dome,46,78,60,5/6/2017 8:45,5/6/2017 9:55,92,2,294
368,5/6/2017,Dome,46,60,49,5/6/2017 10:50,5/6/2017 13:20,92,2,769
369,5/8/2017,Dome,51,60,49,5/8/2017 21:00,5/8/2017 23:25,134,2,1338
370,5/8/2017,Dome,33,79,49,5/8/2017 11:55,5/8/2017 15:35,67,2,2272
371,5/5/2017,Dome,42,54,50,5/5/2017 15:05,5/5/2017 17:15,101,2,1106
372,5/8/2017,Dome,42,54,50,5/8/2017 15:05,5/8/2017 17:15,104,2,1308
373,5/5/2017,Dome,33,79,49,5/5/2017 11:55,5/5/2017 15:35,107,2,1196
374,5/7/2017,Dome,46,78,60,5/7/2017 8:45,5/7/2017 9:55,57,2,596
375,5/6/2017,Dome,51,76,60,5/6/2017 18:05,5/6/2017 20:05,141,2,898
376,5/6/2017,Dome,51,60,49,5/6/2017 21:00,5/6/2017 23:25,141,2,1404
377,5/7/2017,Dome,33,79,49,5/7/2017 11:55,5/7/2017 15:35,36,2,2114
378,5/7/2017,Dome,46,60,49,5/7/2017 10:50,5/7/2017 13:20,57,2,568
379,5/5/2017,Dome,52,49,55,5/5/2017 12:20,5/5/2017 14:25,64,2,1291
380,5/7/2017,Dome,52,49,55,5/7/2017 12:20,5/7/2017 14:25,6,2,1271
381,5/8/2017,Dome,52,49,55,5/8/2017 12:20,5/8/2017 14:25,35,2,842
382,5/6/2017,Dome,33,79,49,5/6/2017 11:55,5/6/2017 15:35,68,2,1242
383,5/5/2017,Dome,46,78,60,5/5/2017 8:45,5/5/2017 9:55,93,2,483
384,5/8/2017,Dome,46,78,60,5/8/2017 8:45,5/8/2017 9:55,103,2,376
385,5/8/2017,Intl,39,23,49,5/8/2017 9:20,5/8/2017 18:55,22,4,5617
386,5/5/2017,Intl,39,23,49,5/5/2017 9:20,5/5/2017 18:55,3,5,5440
387,5/6/2017,Dome,42,78,54,5/6/2017 13:10,5/6/2017 14:20,117,2,523
388,5/6/2017,Dome,42,54,50,5/6/2017 15:05,5/6/2017 17:15,117,2,809
389,5/5/2017,Dome,46,60,49,5/5/2017 10:50,5/5/2017 13:20,93,2,1334
390,5/8/2017,Dome,46,60,49,5/8/2017 10:50,5/8/2017 13:20,103,2,741
391,5/5/2017,Dome,41,50,54,5/5/2017 8:05,5/5/2017 10:20,101,2,634
392,5/6/2017,Dome,41,50,54,5/6/2017 8:05,5/6/2017 10:20,117,2,1104
393,5/8/2017,Dome,41,50,54,5/8/2017 8:05,5/8/2017 10:20,104,2,1118
394,5/6/2017,Dome,45,49,60,5/6/2017 18:35,5/6/2017 21:10,58,2,1264
395,5/8/2017,Dome,45,49,60,5/8/2017 18:35,5/8/2017 21:10,18,2,1567
396,5/5/2017,Dome,49,60,76,5/5/2017 15:25,5/5/2017 17:20,48,2,674
397,5/6/2017,Dome,49,60,76,5/6/2017 15:25,5/6/2017 17:20,141,2,678
398,5/7/2017,Dome,49,60,76,5/7/2017 15:25,5/7/2017 17:20,37,2,404
399,5/8/2017,Dome,49,60,76,5/8/2017 15:25,5/8/2017 17:20,134,2,971
400,5/6/2017,Dome,55,76,57,5/6/2017 13:20,5/6/2017 15:55,76,2,855
401,5/6/2017,Dome,55,57,50,5/6/2017 16:55,5/6/2017 18:20,76,2,844
402,5/5/2017,Dome,64,57,50,5/5/2017 22:30,5/5/2017 23:50,73,2,769
403,5/6/2017,Dome,64,57,50,5/6/2017 22:30,5/6/2017 23:50,108,2,420
404,5/7/2017,Dome,64,57,50,5/7/2017 22:30,5/7/2017 23:50,63,2,316
405,5/8/2017,Dome,64,57,50,5/8/2017 22:30,5/8/2017 23:50,84,2,365
406,5/5/2017,Dome,54,50,57,5/5/2017 7:50,5/5/2017 9:15,39,2,786
407,5/6/2017,Dome,54,50,57,5/6/2017 7:50,5/6/2017 9:15,76,2,506
408,5/7/2017,Dome,54,50,57,5/7/2017 7:50,5/7/2017 9:15,39,2,837
409,5/8/2017,Dome,54,50,57,5/8/2017 7:50,5/8/2017 9:15,99,2,462
410,5/5/2017,Dome,63,50,57,5/5/2017 12:45,5/5/2017 14:10,81,2,567
411,5/6/2017,Dome,63,50,57,5/6/2017 12:45,5/6/2017 14:10,74,2,737
412,5/7/2017,Dome,63,50,57,5/7/2017 12:45,5/7/2017 14:10,117,2,857
413,5/8/2017,Dome,63,50,57,5/8/2017 12:45,5/8/2017 14:10,111,2,394
414,5/5/2017,Dome,54,57,76,5/5/2017 10:15,5/5/2017 12:35,39,2,1352
415,5/6/2017,Dome,54,57,76,5/6/2017 10:15,5/6/2017 12:35,76,2,1160
416,5/7/2017,Dome,54,57,76,5/7/2017 10:15,5/7/2017 12:35,39,2,638
417,5/8/2017,Dome,54,57,76,5/8/2017 10:15,5/8/2017 12:35,99,2,1209
418,5/7/2017,Dome,55,76,57,5/7/2017 13:20,5/7/2017 15:55,39,2,571
419,5/5/2017,Dome,63,57,79,5/5/2017 15:10,5/5/2017 17:30,81,2,965
420,5/6/2017,Dome,63,57,79,5/6/2017 15:10,5/6/2017 17:30,74,2,1046
421,5/7/2017,Dome,63,57,79,5/7/2017 15:10,5/7/2017 17:30,117,2,667
422,5/8/2017,Dome,63,57,79,5/8/2017 15:10,5/8/2017 17:30,111,2,1348
423,5/7/2017,Dome,55,57,50,5/7/2017 16:55,5/7/2017 18:20,39,2,458
424,5/7/2017,Intl,61,1,49,5/7/2017 16:55,5/8/2017 6:10,20,4,9385
425,5/5/2017,Dome,55,76,57,5/5/2017 13:20,5/5/2017 15:55,39,2,1262
426,5/8/2017,Dome,55,76,57,5/8/2017 13:20,5/8/2017 15:55,99,2,602
427,5/5/2017,Intl,61,1,49,5/5/2017 16:55,5/6/2017 6:10,21,4,7779
428,5/5/2017,Dome,55,57,50,5/5/2017 16:55,5/5/2017 18:20,39,2,797
429,5/8/2017,Dome,55,57,50,5/8/2017 16:55,5/8/2017 18:20,99,2,359
430,5/5/2017,Dome,64,79,57,5/5/2017 19:15,5/5/2017 21:30,73,2,823
431,5/6/2017,Dome,64,79,57,5/6/2017 19:15,5/6/2017 21:30,108,2,1270
432,5/7/2017,Dome,64,79,57,5/7/2017 19:15,5/7/2017 21:30,63,2,1121
433,5/8/2017,Dome,64,79,57,5/8/2017 19:15,5/8/2017 21:30,84,2,640
434,5/5/2017,Dome,53,55,49,5/5/2017 21:20,5/5/2017 23:30,64,2,1207
435,5/8/2017,Dome,53,55,49,5/8/2017 21:20,5/8/2017 23:30,35,2,485
436,5/5/2017,Dome,76,49,56,5/5/2017 7:25,5/5/2017 8:50,7,2,810
437,5/6/2017,Dome,76,49,56,5/6/2017 7:25,5/6/2017 8:50,128,2,344
438,5/7/2017,Dome,76,49,56,5/7/2017 7:25,5/7/2017 8:50,142,2,363
439,5/8/2017,Dome,76,49,56,5/8/2017 7:25,5/8/2017 8:50,94,2,764
440,5/5/2017,Dome,69,57,77,5/5/2017 19:40,5/5/2017 22:25,132,2,1569
441,5/6/2017,Dome,69,57,77,5/6/2017 19:40,5/6/2017 22:25,133,2,577
442,5/7/2017,Dome,69,57,77,5/7/2017 19:40,5/7/2017 22:25,132,2,1636
443,5/8/2017,Dome,69,57,77,5/8/2017 19:40,5/8/2017 22:25,131,2,1680
444,5/5/2017,Dome,71,49,79,5/5/2017 12:05,5/5/2017 15:35,37,2,764
445,5/6/2017,Dome,71,49,79,5/6/2017 12:05,5/6/2017 15:35,69,2,767
446,5/7/2017,Dome,71,49,79,5/7/2017 12:05,5/7/2017 15:35,135,2,1030
447,5/8/2017,Dome,71,49,79,5/8/2017 12:05,5/8/2017 15:35,55,2,899
448,5/5/2017,Dome,77,76,56,5/5/2017 13:15,5/5/2017 16:00,7,2,781
449,5/7/2017,Dome,77,76,56,5/7/2017 13:15,5/7/2017 16:00,125,2,1684
450,5/5/2017,Dome,77,56,49,5/5/2017 16:45,5/5/2017 18:10,7,2,332
451,5/7/2017,Dome,77,56,49,5/7/2017 16:45,5/7/2017 18:10,125,2,813
452,5/5/2017,Dome,78,52,79,5/5/2017 15:40,5/5/2017 18:20,73,2,1222
453,5/6/2017,Dome,78,52,79,5/6/2017 15:40,5/6/2017 18:20,108,2,1046
454,5/7/2017,Dome,78,52,79,5/7/2017 15:40,5/7/2017 18:20,63,2,1428
455,5/8/2017,Dome,78,52,79,5/8/2017 15:40,5/8/2017 18:20,84,2,916
456,5/8/2017,Dome,77,76,56,5/8/2017 13:15,5/8/2017 16:00,94,2,698
457,5/5/2017,Dome,70,77,57,5/5/2017 9:05,5/5/2017 11:50,9,2,975
458,5/6/2017,Dome,70,77,57,5/6/2017 9:05,5/6/2017 11:50,132,2,1653
459,5/7/2017,Dome,70,77,57,5/7/2017 9:05,5/7/2017 11:50,133,2,795
460,5/8/2017,Dome,70,77,57,5/8/2017 9:05,5/8/2017 11:50,1,2,1166
461,5/7/2017,Intl,72,50,24,5/7/2017 21:45,5/8/2017 7:15,21,4,5403
462,5/8/2017,Dome,77,56,49,5/8/2017 16:45,5/8/2017 18:10,94,2,527
463,5/5/2017,Dome,73,79,49,5/5/2017 15:25,5/5/2017 19:05,122,2,981
464,5/6/2017,Dome,73,79,49,5/6/2017 15:25,5/6/2017 18:55,126,2,949
465,5/7/2017,Dome,73,79,49,5/7/2017 15:25,5/7/2017 19:05,53,2,1228
466,5/8/2017,Dome,73,79,49,5/8/2017 15:25,5/8/2017 18:55,122,2,1153
467,5/5/2017,Intl,79,24,50,5/5/2017 9:15,5/5/2017 19:00,22,4,5375
468,5/8/2017,Intl,79,24,50,5/8/2017 9:15,5/8/2017 19:00,21,4,6351
469,5/5/2017,Dome,70,57,49,5/5/2017 13:00,5/5/2017 14:45,9,2,477
470,5/6/2017,Dome,70,57,49,5/6/2017 13:00,5/6/2017 14:45,132,2,422
471,5/7/2017,Dome,70,57,49,5/7/2017 13:00,5/7/2017 14:45,133,2,384
472,5/8/2017,Dome,70,57,49,5/8/2017 13:00,5/8/2017 15:00,1,2,1152
473,5/6/2017,Dome,77,76,56,5/6/2017 13:15,5/6/2017 16:00,121,2,1322
474,5/6/2017,Dome,77,56,49,5/6/2017 16:45,5/6/2017 18:10,121,2,646
475,5/5/2017,Dome,78,49,52,5/5/2017 13:10,5/5/2017 14:40,73,2,890
476,5/6/2017,Dome,78,49,52,5/6/2017 13:10,5/6/2017 14:40,108,2,655
477,5/7/2017,Dome,78,49,52,5/7/2017 13:10,5/7/2017 14:40,63,2,533
478,5/8/2017,Dome,78,49,52,5/8/2017 13:10,5/8/2017 14:40,84,2,695
479,5/5/2017,Dome,73,49,36,5/5/2017 20:10,5/5/2017 21:20,122,2,415
480,5/6/2017,Dome,73,49,36,5/6/2017 20:10,5/6/2017 21:20,126,2,527
481,5/7/2017,Dome,73,49,36,5/7/2017 20:10,5/7/2017 21:20,53,2,416
482,5/8/2017,Dome,73,49,36,5/8/2017 20:10,5/8/2017 21:20,122,2,715
483,5/5/2017,Dome,69,49,57,5/5/2017 16:50,5/5/2017 18:40,132,2,853
484,5/6/2017,Dome,69,49,57,5/6/2017 16:50,5/6/2017 18:40,133,2,599
485,5/7/2017,Dome,69,49,57,5/7/2017 16:50,5/7/2017 18:40,132,2,1130
486,5/8/2017,Dome,69,49,57,5/8/2017 16:50,5/8/2017 18:40,131,2,920
487,5/5/2017,Dome,71,36,49,5/5/2017 9:45,5/5/2017 11:05,37,2,705
488,5/6/2017,Dome,71,36,49,5/6/2017 9:45,5/6/2017 11:05,69,2,459
489,5/7/2017,Dome,71,36,49,5/7/2017 9:45,5/7/2017 11:05,135,2,766
490,5/8/2017,Dome,71,36,49,5/8/2017 9:45,5/8/2017 11:05,55,2,677
491,5/5/2017,Dome,76,56,76,5/5/2017 9:35,5/5/2017 12:15,7,2,1656
492,5/6/2017,Dome,76,56,76,5/6/2017 9:35,5/6/2017 12:15,128,2,898
493,5/7/2017,Dome,76,56,76,5/7/2017 9:35,5/7/2017 12:15,142,2,1572
494,5/8/2017,Dome,76,56,76,5/8/2017 9:35,5/8/2017 12:15,94,2,1043
495,5/5/2017,Dome,92,49,25,5/5/2017 21:30,5/6/2017 0:20,77,2,1359
496,5/6/2017,Dome,92,49,25,5/6/2017 21:30,5/7/2017 0:20,91,2,1681
497,5/7/2017,Dome,92,49,25,5/7/2017 21:30,5/8/2017 0:20,84,2,601
498,5/8/2017,Dome,92,49,25,5/8/2017 21:30,5/9/2017 0:20,71,2,843
499,5/6/2017,Dome,95,25,49,5/6/2017 18:55,5/6/2017 22:00,10,2,1923
500,5/8/2017,Dome,95,25,49,5/8/2017 18:55,5/8/2017 22:00,17,2,1010
501,5/6/2017,Dome,84,49,64,5/6/2017 12:20,5/6/2017 14:10,50,2,691
502,5/6/2017,Dome,96,50,25,5/6/2017 12:00,5/6/2017 15:00,22,4,1128
503,5/7/2017,Dome,96,50,25,5/7/2017 12:00,5/7/2017 15:00,25,4,1121
504,5/5/2017,Dome,80,52,49,5/5/2017 22:10,5/5/2017 23:40,81,2,604
505,5/8/2017,Dome,80,52,49,5/8/2017 22:10,5/8/2017 23:40,111,2,554
506,5/5/2017,Dome,99,57,29,5/5/2017 15:40,5/5/2017 17:20,15,2,866
507,5/7/2017,Dome,99,57,29,5/7/2017 15:40,5/7/2017 17:20,19,2,982
508,5/8/2017,Dome,99,57,29,5/8/2017 15:40,5/8/2017 17:20,10,2,585
509,5/5/2017,Dome,100,29,57,5/5/2017 18:30,5/5/2017 20:10,15,2,990
510,5/7/2017,Dome,100,29,57,5/7/2017 18:30,5/7/2017 20:10,19,2,989
511,5/8/2017,Dome,100,29,57,5/8/2017 18:30,5/8/2017 20:10,10,2,595
512,5/6/2017,Dome,84,64,77,5/6/2017 15:00,5/6/2017 17:20,50,2,609
513,5/7/2017,Dome,80,79,52,5/7/2017 18:15,5/7/2017 21:05,117,2,1229
514,5/7/2017,Dome,80,52,49,5/7/2017 22:10,5/7/2017 23:40,117,2,750
515,5/5/2017,Dome,96,50,25,5/5/2017 12:00,5/5/2017 15:00,138,5,1252
516,5/8/2017,Dome,96,50,25,5/8/2017 12:00,5/8/2017 15:00,3,5,1051
517,5/6/2017,Dome,80,79,52,5/6/2017 18:15,5/6/2017 21:05,74,2,927
518,5/6/2017,Dome,85,77,64,5/6/2017 18:10,5/6/2017 20:50,50,2,1400
519,5/5/2017,Dome,93,25,49,5/5/2017 6:45,5/5/2017 9:55,92,2,1684
520,5/6/2017,Dome,93,25,49,5/6/2017 6:45,5/6/2017 9:55,77,2,1275
521,5/7/2017,Dome,93,25,49,5/7/2017 6:45,5/7/2017 9:55,35,2,701
522,5/8/2017,Dome,93,25,49,5/8/2017 6:45,5/8/2017 9:55,86,2,1467
523,5/6/2017,Dome,80,52,49,5/6/2017 22:10,5/6/2017 23:40,74,2,481
524,5/6/2017,Dome,85,64,49,5/6/2017 21:35,5/6/2017 23:30,50,2,747
525,5/7/2017,Dome,97,25,50,5/7/2017 16:20,5/7/2017 19:05,21,4,1503
526,5/6/2017,Dome,90,49,25,5/6/2017 11:00,5/6/2017 13:50,21,4,755
527,5/7/2017,Dome,90,49,25,5/7/2017 11:00,5/7/2017 13:50,23,4,1049
528,5/8/2017,Dome,90,49,25,5/8/2017 11:00,5/8/2017 13:50,25,4,1402
529,5/5/2017,Dome,97,25,50,5/5/2017 16:20,5/5/2017 19:05,138,5,1650
530,5/8/2017,Dome,97,25,50,5/8/2017 16:20,5/8/2017 19:05,3,5,1551
531,5/6/2017,Dome,81,49,63,5/6/2017 20:05,5/6/2017 21:00,35,2,368
532,5/7/2017,Dome,94,49,25,5/7/2017 15:00,5/7/2017 17:50,26,3,1065
533,5/6/2017,Dome,97,25,50,5/6/2017 16:20,5/6/2017 19:05,25,4,861
534,5/5/2017,Dome,81,49,63,5/5/2017 13:35,5/5/2017 14:30,91,2,241
535,5/8/2017,Dome,81,49,63,5/8/2017 13:35,5/8/2017 14:30,19,2,261
536,5/6/2017,Dome,94,49,25,5/6/2017 15:00,5/6/2017 17:50,10,2,1545
537,5/8/2017,Dome,94,49,25,5/8/2017 15:00,5/8/2017 17:50,2,5,1010
538,5/6/2017,Intl,98,49,2,5/6/2017 0:10,5/6/2017 12:10,23,4,7389
539,5/8/2017,Intl,98,49,2,5/8/2017 0:10,5/8/2017 12:10,24,4,6824
540,5/7/2017,Dome,91,25,49,5/7/2017 16:10,5/7/2017 19:05,25,4,1451
541,5/8/2017,Dome,91,25,49,5/8/2017 16:10,5/8/2017 19:05,23,4,659
542,5/5/2017,Dome,94,49,25,5/5/2017 15:00,5/5/2017 17:50,20,4,1584
543,5/5/2017,Dome,99,49,57,5/5/2017 13:00,5/5/2017 14:40,15,2,814
544,5/5/2017,Dome,82,63,49,5/5/2017 10:00,5/5/2017 10:50,64,2,440
545,5/7/2017,Dome,82,63,49,5/7/2017 10:00,5/7/2017 10:50,109,2,181
546,5/5/2017,Dome,95,25,49,5/5/2017 18:55,5/5/2017 22:00,20,4,1395
547,5/7/2017,Dome,95,25,49,5/7/2017 18:55,5/7/2017 22:00,28,3,1126
548,5/7/2017,Dome,99,49,57,5/7/2017 13:00,5/7/2017 14:40,19,2,403
549,5/8/2017,Dome,99,49,57,5/8/2017 13:00,5/8/2017 14:40,10,2,483
550,5/6/2017,Dome,91,25,49,5/6/2017 16:10,5/6/2017 19:05,22,4,714
551,5/5/2017,Dome,80,79,52,5/5/2017 18:15,5/5/2017 21:05,81,2,1284
552,5/8/2017,Dome,80,79,52,5/8/2017 18:15,5/8/2017 21:05,111,2,1351
553,5/6/2017,Dome,82,63,49,5/6/2017 10:00,5/6/2017 10:50,91,2,358
554,5/6/2017,Dome,109,25,50,5/6/2017 21:25,5/7/2017 0:10,28,3,675
555,5/7/2017,Dome,102,25,61,5/7/2017 17:15,5/7/2017 20:15,86,2,1071
556,5/7/2017,Dome,105,49,25,5/7/2017 7:00,5/7/2017 9:50,3,5,1405
557,5/7/2017,Dome,106,25,49,5/7/2017 10:55,5/7/2017 14:00,3,5,1210
558,5/5/2017,Dome,114,49,25,5/5/2017 9:00,5/5/2017 11:50,25,4,781
559,5/6/2017,Dome,114,49,25,5/6/2017 9:00,5/6/2017 11:50,20,4,978
560,5/7/2017,Dome,114,49,25,5/7/2017 9:00,5/7/2017 11:50,24,4,1100
561,5/8/2017,Dome,114,49,25,5/8/2017 9:00,5/8/2017 11:50,20,4,1357
562,5/8/2017,Dome,102,25,61,5/8/2017 17:15,5/8/2017 20:15,89,2,1031
563,5/5/2017,Dome,102,25,61,5/5/2017 17:15,5/5/2017 20:15,52,2,1296
564,5/6/2017,Dome,102,25,61,5/6/2017 17:15,5/6/2017 20:15,63,2,1315
565,5/8/2017,Dome,106,25,49,5/8/2017 10:55,5/8/2017 14:00,2,5,1208
566,5/5/2017,Dome,112,49,27,5/5/2017 8:50,5/5/2017 11:40,14,2,1083
567,5/7/2017,Dome,112,49,27,5/7/2017 8:50,5/7/2017 11:40,14,2,1026
568,5/5/2017,Dome,106,25,49,5/5/2017 10:55,5/5/2017 14:00,20,4,1389
569,5/6/2017,Dome,106,25,49,5/6/2017 10:55,5/6/2017 14:00,28,3,1236
570,5/5/2017,Dome,103,50,25,5/5/2017 7:30,5/5/2017 10:20,29,3,1133
571,5/6/2017,Dome,103,50,25,5/6/2017 7:30,5/6/2017 10:20,27,3,1624
572,5/7/2017,Dome,103,50,25,5/7/2017 7:30,5/7/2017 10:20,2,5,1422
573,5/8/2017,Dome,103,50,25,5/8/2017 7:30,5/8/2017 10:20,26,3,837
574,5/8/2017,Dome,112,49,27,5/8/2017 8:50,5/8/2017 11:40,115,2,1494
575,5/7/2017,Dome,115,25,49,5/7/2017 13:05,5/7/2017 16:00,24,4,760
576,5/8/2017,Dome,115,25,49,5/8/2017 13:05,5/8/2017 16:00,20,4,1436
577,5/5/2017,Dome,107,50,25,5/5/2017 16:00,5/5/2017 18:50,29,3,1539
578,5/6/2017,Dome,107,50,25,5/6/2017 16:00,5/6/2017 18:50,26,3,1452
579,5/7/2017,Dome,107,50,25,5/7/2017 16:00,5/7/2017 18:50,2,5,973
580,5/8/2017,Dome,107,50,25,5/8/2017 16:00,5/8/2017 18:50,26,3,1447
581,5/7/2017,Dome,113,27,49,5/7/2017 20:35,5/7/2017 23:20,8,2,1564
582,5/5/2017,Dome,100,57,49,5/5/2017 21:10,5/5/2017 22:55,15,2,718
583,5/7/2017,Dome,100,57,49,5/7/2017 21:10,5/7/2017 22:55,19,2,805
584,5/8/2017,Dome,100,57,49,5/8/2017 21:10,5/8/2017 22:55,10,2,885
585,5/5/2017,Dome,104,25,50,5/5/2017 11:35,5/5/2017 14:35,29,3,1735
